Chr	Start	End	Strand	TranscriptId	GeneId	GeneName	RFP.ZT0.R1	RFP.ZT0.R2	RFP.ZT2.R1	RFP.ZT2.R2	RFP.ZT4.R1	RFP.ZT4.R2	RFP.ZT6.R1	RFP.ZT6.R2	RFP.ZT8.R1	RFP.ZT8.R2	RFP.ZT10.R1	RFP.ZT10.R2	RFP.ZT12.R1	RFP.ZT12.R2	RFP.ZT14.R1	RFP.ZT14.R2	RFP.ZT16.R1	RFP.ZT16.R2	RFP.ZT18.R1	RFP.ZT18.R2	RFP.ZT20.R1	RFP.ZT20.R2	RFP.ZT22.R1	RFP.ZT22.R2	RNA.ZT0.R1	RNA.ZT0.R2	RNA.ZT2.R1	RNA.ZT2.R2	RNA.ZT4.R1	RNA.ZT4.R2	RNA.ZT6.R1	RNA.ZT6.R2	RNA.ZT8.R1	RNA.ZT8.R2	RNA.ZT10.R1	RNA.ZT10.R2	RNA.ZT12.R1	RNA.ZT12.R2	RNA.ZT14.R1	RNA.ZT14.R2	RNA.ZT16.R1	RNA.ZT16.R2	RNA.ZT18.R1	RNA.ZT18.R2	RNA.ZT20.R1	RNA.ZT20.R2	RNA.ZT22.R1	RNA.ZT22.R2
chr7	19016549	19030085	+	ENSMUST00000032559	ENSMUSG00000030401	Rtn2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055385	0.082905	0.011464	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050354	0.000000
chr7	55581035	55612224	-	ENSMUST00000032635	ENSMUSG00000030452	Nipa2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.329736	0.219001	4.912739	0.043953	0.309945	0.240106	0.409096	4.919353	0.576222	2.031638	1.609433	1.817005	0.585236	0.000000	0.000000	1.291518	0.000000	0.000000	0.000000	0.086521	0.023013	0.141194	0.385676	1.022059
chr7	48480148	48497781	-	ENSMUST00000032658	ENSMUSG00000030470	Csrp3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048089
chr7	43284131	43298719	+	ENSMUST00000032663	ENSMUSG00000030472	Ceacam18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022339	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
chr7	24001221	24016091	-	ENSMUST00000032673	ENSMUSG00000074282	Zfp94	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.318580	0.005954
chr7	23970993	23976252	+	ENSMUST00000032696	ENSMUSG00000055305	Zfp93	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.172563	0.000000	0.000000	0.000000	0.021273	0.644084	0.462987	0.546858	0.000000	0.263941	0.000000	0.000000	0.000000	0.255564	0.000000	0.000000	0.000000	0.000000	0.406482	0.003335
chr7	65710292	65724328	+	ENSMUST00000032723	ENSMUSG00000030512	Snrpa1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.349329	0.000000	0.000000	3.124045	0.373872	0.000000	0.000000	0.000000	1.248827	4.263297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063133	0.000000
chr7	62748440	62862261	-	ENSMUST00000032738	ENSMUSG00000030525	Chrna7	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.037730	0.000000
chr7	79992852	79996462	+	ENSMUST00000032747	ENSMUSG00000030532	Hddc3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076504	0.000000	0.000000	0.000000	0.186278	0.000000	0.000000	0.000000	0.000000	0.186720	0.000000	0.004074	0.052782	0.000000	0.090733	0.000000	0.000000	0.000000	0.000000	0.035719	0.000000	0.000000	0.000000	0.000000
chr7	79441989	79443536	-	ENSMUST00000032760	ENSMUSG00000030544	Mesp1	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.021545	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000
chr7	67886358	67913981	-	ENSMUST00000032770	ENSMUSG00000030553	Pgpep1l	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065221	0.146824	0.000000	0.089146	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.345569
chr7	66883955	67022606	-	ENSMUST00000032776	ENSMUSG00000030557	Mef2a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.824440
chr7	29633667	29642930	-	ENSMUST00000032797	ENSMUSG00000059975	Zfp74	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.626733	0.000000	0.000000	0.825915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	30113213	30117002	+	ENSMUST00000032800	ENSMUSG00000030579	Tyrobp	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.691626	10.490219	9.897235	9.844214	12.259715	6.137887	10.738868	8.286582	7.971774	9.138958	8.362767	10.995039	0.000000	4.241751	3.031673	3.606942	4.311119	7.040095	0.000000	1.766225	1.700292	5.999177	13.440642	16.304573
chr7	28834358	28853386	+	ENSMUST00000032811	ENSMUSG00000030589	Rasgrp4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097693	0.000000	0.000000	0.000000	0.000000	0.002841	0.000000	0.000000	0.000000	0.000000	0.099252	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	28258246	28267662	-	ENSMUST00000032823	ENSMUSG00000030602	Pak4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.709240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.465196	0.000000
chr7	101545635	101548745	+	ENSMUST00000032884	ENSMUSG00000030649	Anapc15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.619966	1.069861	0.146539	0.000000	0.200313	0.083245	0.077926	0.000000	0.044007	0.152981	0.536807	0.000000	0.059173	0.000000	0.000000	0.000000	0.000000	0.018497	0.000000	0.019665	0.070735	0.000000	0.814912	0.377867
chr7	116103604	116139819	+	ENSMUST00000032895	ENSMUSG00000030659	Nucb2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.274640	0.000000	0.000000	0.000000	0.000000	0.276649	0.309423	0.694319	0.182451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.095375	0.218289	0.000000
chr7	126810780	126813470	+	ENSMUST00000032910	ENSMUSG00000030672	Mylpf	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123010	0.000000	0.527267	0.534415	0.180887	0.000000	0.000000	0.239309	0.000000	0.274335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038360	0.161933
chr7	126485392	126497448	-	ENSMUST00000032926	ENSMUSG00000060538	Tmem219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.312919	0.000000	0.000000	6.301568	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	126385038	126391668	-	ENSMUST00000032936	ENSMUSG00000030697	Ppp4c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.436157	6.204440	4.101813	6.575622	4.280863	2.069190	6.086136	3.548158	6.726800	5.061333	3.247239	3.461132	1.963881	0.015110	1.377215	2.743601	2.061379	0.000000	0.891865	0.581191	0.002205	1.546095	5.811920	3.705631
chr7	126222421	126224848	-	ENSMUST00000032961	ENSMUSG00000030717	Nupr1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003755	0.000000	0.600077	0.000000	0.000000	0.000000	0.000000	0.304549	0.326702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.259017	0.000000
chr7	126170572	126182419	-	ENSMUST00000032962	ENSMUSG00000030720	Cln3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.608014
chr7	99184869	99252781	+	ENSMUST00000032995	ENSMUSG00000018909	Arrb1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.191273	0.000000	0.000000	0.000000	0.000000	0.128624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028569	0.000000	1.512421
chr7	125962999	125968706	-	ENSMUST00000032997	ENSMUSG00000030742	Lat	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.038513	0.000000	0.0	0.024238	0.000000	0.041299	0.055348	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	44485711	44490233	+	ENSMUST00000033015	ENSMUSG00000074141	Il4i1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018362	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	97492142	97561588	+	ENSMUST00000033040	ENSMUSG00000030774	Pak1	0.106894	0.000000	0.000000	0.000000	0.000000	0.075147	0.000000	0.000000	0.000000	0.000000	0.000000	0.069120	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.286761	0.435876	0.266231	0.182561	0.303619	0.209235	0.252392	0.590138	0.263166	0.377295	0.285355	0.373680	0.250759	0.059309	0.058152	0.077330	0.095733	0.070564	0.015349	0.029544	0.022097	0.045853	0.124628	0.247255
chr7	44883065	44888539	-	ENSMUST00000033063	ENSMUSG00000030798	Cd37	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058126	0.000000	0.000000	0.000000	0.093701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088794	0.000000
chr7	127172576	127182479	+	ENSMUST00000033086	ENSMUSG00000030815	Phkg2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.815034	0.000000	0.893722	0.000000	0.000000	0.000000	0.000000	0.000000	0.121291	1.715071	1.369001	1.596635	0.000000	0.043749	0.524405	0.000000	0.468977	0.000000	0.000000	0.000000	0.000000	0.000000	2.104161	1.600261
chr7	127188091	127202757	+	ENSMUST00000033088	ENSMUSG00000030816	Rnf40	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011014	0.000000	0.000000	0.000000	0.003986	0.000000	0.000000	0.000000	0.000000	0.000000	0.000591	0.000477	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	45271235	45276666	+	ENSMUST00000033100	ENSMUSG00000064158	Izumo1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009339	0.039482	0.001690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	46092578	46289231	-	ENSMUST00000033127	ENSMUSG00000030839	Sergef	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125221	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	128044004	128063079	-	ENSMUST00000033135	ENSMUSG00000030846	Tial1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.128782	3.022758	0.000000	0.000000	1.343105	0.000000	0.000000	0.000000	0.000000	1.634782	1.197598	0.744740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.109447
chr7	46727546	46782465	-	ENSMUST00000033142	ENSMUSG00000030854	Ptpn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000841	0.0	0.0	0.0	0.0	0.0
chr7	105284828	105289521	-	ENSMUST00000033171	ENSMUSG00000030881	Arfip2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	120257954	120269566	-	ENSMUST00000033178	ENSMUSG00000030887	Pdzd9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040946	0.538031	0.447629	0.000000	0.032780	0.229419	0.000000	0.000000	0.025536	0.000000	0.000000	0.203632	0.571959	0.000000	0.000000	0.202144	0.313295	0.021119	0.000000	0.000000	0.000000	0.014567	0.037260	0.000000
chr7	105053775	105057949	+	ENSMUST00000033187	ENSMUSG00000030897	Cnga4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.054430
chr7	132551313	132585725	+	ENSMUST00000033265	ENSMUSG00000030967	Zranb1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.943498	0.000000	0.000000	0.000000	0.016283	0.021671	0.005685	0.015079	1.208502	0.018802	1.027066	0.000000	0.014285	0.000851	0.000000	0.000000	0.859395	0.000000	0.000000	0.011211	0.002922	0.008288	1.049913
chr7	118444617	118454907	-	ENSMUST00000033277	ENSMUSG00000030980	Knop1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.274480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.403965	0.000000	0.000000	0.000000
chr7	101917013	102086525	+	ENSMUST00000033289	ENSMUSG00000030987	Stim1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.632779	0.080694	1.196901	0.000000	2.052787	2.076339	0.000000	0.077037	0.315840	3.669516	2.739096	2.506998	1.468037	0.000000	0.000000	0.000000	0.000000	1.279909	0.000000	0.000000	0.000000	0.577121	1.833969	4.633811
chr7	101872276	101886970	+	ENSMUST00000033292	ENSMUSG00000030990	Pgap2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.447874	0.000000	0.000000	1.713392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.550644
chr7	109357266	109380752	-	ENSMUST00000033331	ENSMUSG00000034825	Nrip3	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008285	0.000000
chrX	20570145	20586778	+	ENSMUST00000033383	ENSMUSG00000031066	Usp11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026036	0.000000	0.000000	0.017407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126602	0.056882
chrX	35152485	35340215	+	ENSMUST00000033419	ENSMUSG00000031093	Dock11	0.000000	0.000000	0.025038	0.000000	0.006361	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043910	0.000000	0.002884	0.036604	0.014002	0.142670	0.014273	0.058323	0.063119	0.000000	0.086080	0.038812	0.119530	0.000000	0.035529	0.000000	0.005784	0.000000	0.031601	0.000000	0.000000	0.000000	0.000000	0.058621	0.116224
chrX	49929924	49981974	+	ENSMUST00000033444	ENSMUSG00000031112	Stk26	0.000000	0.000000	0.000000	0.000000	0.035970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046684	0.072084	0.049197	0.000000	0.045148	0.000000	0.000000	0.032181	0.035376	0.032576	0.016026	0.046443	0.021237	0.000000	0.000000	0.046351	0.039374	0.012042	0.000000	0.000000	0.000000	0.018753	0.000000	0.019600
chrX	55181932	55198858	+	ENSMUST00000033458	ENSMUSG00000031125	3830403N18Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.050556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0
chrX	56257503	56269402	+	ENSMUST00000033466	ENSMUSG00000031132	Cd40lg	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.036379	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.036874	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000
chrX	58107505	58179796	-	ENSMUST00000033473	ENSMUSG00000031137	Fgf13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007436	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
